,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
185,1380,1,2.1,1,1.0,1.0,4.0,0.8,92.0,3.0,13.0,420.0,500.0,797.0,13.0,2.0,15,1,1,0,0
1047,576,0,1.2,0,1.0,0.0,30.0,0.8,162.0,8.0,5.0,847.0,893.0,2800.0,11.0,6.0,16,0,1,1,2
22,1949,0,2.6,1,4.0,0.0,47.0,0.3,199.0,4.0,7.0,407.0,822.0,1433.0,11.0,5.0,20,0,0,1,1
1145,1635,0,2.6,1,0.0,1.0,2.0,0.6,182.0,4.0,0.0,1209.0,1411.0,2315.0,10.0,1.0,2,1,1,0,2
1745,926,1,0.8,0,6.0,1.0,59.0,0.8,161.0,7.0,14.0,84.0,793.0,256.0,18.0,7.0,2,1,0,1,0
1560,1872,0,0.5,0,5.0,1.0,26.0,0.5,172.0,4.0,10.0,672.0,1088.0,2273.0,8.0,4.0,8,1,0,1,2
1108,808,0,2.3,0,3.0,0.0,45.0,0.8,161.0,1.0,9.0,526.0,1324.0,3431.0,15.0,6.0,13,0,1,1,3
488,1949,0,1.8,0,0.0,0.0,20.0,0.8,186.0,5.0,4.0,518.0,592.0,1125.0,17.0,10.0,9,0,0,0,1
764,1849,1,2.3,0,7.0,1.0,15.0,0.4,144.0,5.0,19.0,606.0,1123.0,3447.0,14.0,11.0,19,1,0,1,3
120,1701,1,1.6,1,3.0,0.0,10.0,0.3,194.0,8.0,7.0,550.0,1338.0,2598.0,12.0,9.0,6,0,1,0,2
1726,990,1,2.7,1,3.0,0.0,15.0,0.9,153.0,2.0,7.0,1466.0,1717.0,2698.0,11.0,8.0,6,1,0,0,2
673,710,1,0.5,0,6.0,0.0,32.0,0.8,151.0,5.0,9.0,485.0,857.0,1419.0,12.0,11.0,18,0,1,0,0
1173,553,1,2.2,1,0.0,1.0,18.0,0.7,136.0,2.0,1.0,1287.0,1892.0,3300.0,12.0,10.0,20,1,0,0,3
235,1523,1,1.8,0,6.0,1.0,11.0,0.1,129.0,1.0,8.0,148.0,1606.0,707.0,19.0,8.0,19,1,1,0,0
1909,955,1,0.5,0,2.0,0.0,2.0,0.6,155.0,4.0,10.0,428.0,1254.0,1974.0,14.0,1.0,18,1,1,0,1
580,1164,0,1.0,0,4.0,1.0,19.0,0.9,95.0,8.0,18.0,729.0,1704.0,3309.0,15.0,3.0,3,1,0,1,3
1412,951,0,0.5,0,6.0,1.0,15.0,0.6,81.0,2.0,17.0,854.0,935.0,1083.0,16.0,11.0,16,1,1,0,0
1970,1913,1,1.8,0,0.0,0.0,29.0,0.6,111.0,5.0,4.0,675.0,742.0,2023.0,17.0,13.0,8,1,1,0,2
1635,1843,0,2.8,0,1.0,1.0,62.0,0.8,104.0,3.0,7.0,21.0,832.0,3899.0,5.0,4.0,6,1,0,1,3
100,1883,1,0.5,0,3.0,1.0,10.0,0.3,146.0,6.0,13.0,836.0,1739.0,2600.0,16.0,8.0,20,1,0,0,3
919,1531,0,2.0,0,0.0,1.0,60.0,0.4,162.0,6.0,1.0,625.0,765.0,2524.0,13.0,11.0,7,1,0,0,2
387,560,0,0.5,0,14.0,0.0,23.0,1.0,146.0,8.0,15.0,356.0,1903.0,2360.0,17.0,16.0,18,0,1,1,1
34,644,1,2.7,0,0.0,0.0,22.0,0.7,157.0,8.0,3.0,311.0,881.0,1262.0,12.0,1.0,15,1,0,0,0
1208,989,1,0.7,0,13.0,1.0,51.0,0.4,132.0,3.0,15.0,670.0,804.0,2349.0,10.0,1.0,20,1,0,1,1
1329,1384,1,2.8,1,15.0,0.0,60.0,0.1,82.0,3.0,18.0,983.0,1210.0,1221.0,18.0,12.0,15,1,0,1,1
823,1593,1,1.0,0,0.0,1.0,52.0,0.7,130.0,8.0,0.0,761.0,1336.0,1354.0,15.0,13.0,13,1,1,1,1
69,1166,0,1.5,1,0.0,1.0,43.0,0.8,80.0,4.0,1.0,205.0,603.0,3993.0,7.0,1.0,7,1,1,0,3
1323,712,0,0.5,0,6.0,0.0,27.0,0.5,86.0,2.0,11.0,1245.0,1309.0,2001.0,11.0,10.0,12,1,1,1,1
1453,1342,0,2.8,0,1.0,0.0,50.0,0.1,173.0,1.0,8.0,127.0,620.0,2644.0,7.0,2.0,11,0,1,1,2
17,595,0,0.9,1,7.0,1.0,23.0,0.1,121.0,3.0,17.0,441.0,810.0,3752.0,10.0,2.0,18,1,1,0,3
108,1135,1,2.0,1,0.0,0.0,46.0,0.3,83.0,1.0,4.0,293.0,1846.0,3029.0,19.0,17.0,9,1,1,1,3
737,675,0,2.4,0,1.0,0.0,42.0,0.6,187.0,7.0,2.0,482.0,874.0,2953.0,9.0,5.0,13,1,1,0,2
1939,1588,1,2.5,0,12.0,1.0,4.0,0.3,148.0,5.0,20.0,146.0,822.0,2506.0,5.0,3.0,11,1,0,0,2
1544,1330,1,1.8,1,1.0,0.0,40.0,0.5,177.0,1.0,5.0,194.0,892.0,2678.0,9.0,4.0,14,1,1,1,2
1259,1796,0,1.6,1,5.0,0.0,7.0,0.1,101.0,4.0,6.0,667.0,798.0,1642.0,9.0,4.0,3,0,1,1,1
802,1591,1,2.2,1,4.0,1.0,52.0,1.0,161.0,3.0,16.0,548.0,1641.0,282.0,10.0,9.0,14,1,1,1,0
1195,1009,1,2.8,1,7.0,1.0,2.0,0.6,115.0,7.0,15.0,267.0,1841.0,2286.0,19.0,8.0,13,1,0,0,2
709,1640,1,0.7,0,10.0,1.0,21.0,0.8,169.0,7.0,14.0,589.0,1301.0,337.0,16.0,3.0,5,1,1,0,0
502,1661,1,0.8,1,1.0,1.0,6.0,1.0,109.0,7.0,2.0,594.0,1337.0,864.0,9.0,8.0,2,1,0,1,1
699,1979,1,2.9,1,0.0,1.0,19.0,1.0,176.0,3.0,9.0,1331.0,1532.0,411.0,8.0,2.0,2,1,1,1,0
1681,807,1,0.5,1,0.0,0.0,37.0,0.2,127.0,4.0,0.0,245.0,829.0,2319.0,5.0,4.0,4,0,0,0,1
609,1212,0,2.6,0,1.0,1.0,46.0,0.3,102.0,4.0,8.0,611.0,1715.0,2249.0,14.0,3.0,4,1,1,1,2
1062,587,1,2.5,0,16.0,1.0,51.0,0.6,111.0,1.0,17.0,244.0,1361.0,2746.0,10.0,4.0,7,1,0,1,2
1241,1221,0,2.3,0,7.0,1.0,35.0,0.4,152.0,7.0,19.0,765.0,1899.0,2638.0,19.0,16.0,14,1,1,1,2
1815,1766,1,0.5,1,1.0,0.0,16.0,0.6,141.0,5.0,7.0,125.0,1227.0,3314.0,9.0,7.0,17,0,0,1,3
12,1815,0,2.8,0,2.0,0.0,33.0,0.6,159.0,4.0,17.0,607.0,748.0,1482.0,18.0,0.0,2,1,0,0,1
1034,1949,1,1.4,0,7.0,0.0,57.0,0.3,145.0,7.0,11.0,951.0,1178.0,356.0,5.0,3.0,19,0,0,0,0
13,803,1,2.1,0,7.0,0.0,17.0,1.0,198.0,4.0,11.0,344.0,1440.0,2680.0,7.0,1.0,4,1,0,1,2
1785,1354,1,0.7,1,3.0,1.0,26.0,0.5,136.0,4.0,6.0,297.0,918.0,2090.0,5.0,1.0,13,1,1,0,1
425,1876,0,2.8,1,3.0,1.0,56.0,0.4,182.0,3.0,4.0,235.0,585.0,3021.0,12.0,2.0,18,1,0,0,2
1417,1987,1,1.9,0,0.0,0.0,50.0,0.7,119.0,8.0,18.0,960.0,1925.0,857.0,12.0,4.0,6,1,1,0,1
1735,753,1,0.5,0,11.0,1.0,48.0,0.1,121.0,8.0,20.0,606.0,1316.0,3484.0,11.0,10.0,16,1,0,0,3
530,1076,1,2.6,0,3.0,1.0,38.0,0.7,119.0,6.0,8.0,129.0,915.0,891.0,18.0,3.0,9,1,1,0,0
929,1689,1,2.4,1,0.0,1.0,13.0,0.9,168.0,2.0,9.0,521.0,674.0,1172.0,12.0,11.0,17,1,1,1,0
184,1502,1,1.2,0,0.0,0.0,54.0,0.2,138.0,5.0,12.0,65.0,588.0,3693.0,17.0,14.0,16,1,1,0,3
1474,1617,1,2.6,0,14.0,0.0,29.0,0.9,113.0,6.0,20.0,283.0,676.0,3685.0,13.0,1.0,18,0,0,0,3
1479,1806,1,2.0,1,2.0,1.0,54.0,0.1,117.0,1.0,11.0,347.0,727.0,3142.0,13.0,0.0,6,1,0,1,3
991,860,1,1.6,1,13.0,0.0,48.0,0.5,187.0,7.0,18.0,335.0,1463.0,1870.0,17.0,2.0,18,1,0,0,1
605,1878,0,1.5,1,5.0,1.0,56.0,0.3,139.0,5.0,13.0,183.0,559.0,2711.0,8.0,2.0,3,1,1,1,2
381,1482,0,0.5,0,2.0,0.0,48.0,0.2,142.0,7.0,10.0,634.0,642.0,2971.0,12.0,8.0,12,1,1,1,2
424,715,0,2.3,1,4.0,0.0,48.0,0.1,160.0,4.0,6.0,21.0,562.0,3709.0,14.0,2.0,10,0,0,0,2
723,1271,0,0.5,1,2.0,0.0,54.0,0.1,159.0,8.0,3.0,613.0,650.0,990.0,14.0,11.0,6,0,1,1,0
87,1083,1,2.9,1,1.0,1.0,64.0,0.8,178.0,3.0,11.0,1025.0,1118.0,3210.0,13.0,3.0,4,1,0,0,3
1392,1686,1,0.5,1,4.0,0.0,28.0,0.8,182.0,5.0,8.0,599.0,1073.0,780.0,11.0,10.0,5,0,0,0,0
1103,1375,1,1.3,1,2.0,0.0,12.0,0.1,105.0,1.0,13.0,898.0,1687.0,2890.0,17.0,1.0,12,0,0,0,3
1773,1514,1,1.4,0,3.0,1.0,12.0,0.6,138.0,3.0,4.0,306.0,538.0,1037.0,15.0,3.0,15,1,0,1,0
871,712,1,1.6,0,6.0,1.0,9.0,0.8,172.0,2.0,14.0,881.0,1234.0,3612.0,13.0,5.0,4,1,0,0,3
934,553,0,0.5,1,2.0,1.0,23.0,0.5,119.0,3.0,3.0,993.0,1517.0,2981.0,7.0,3.0,14,1,0,0,2
324,1698,0,2.1,0,5.0,1.0,18.0,0.9,160.0,6.0,20.0,363.0,994.0,796.0,13.0,3.0,14,1,0,1,0
1613,1676,0,1.6,0,2.0,0.0,37.0,0.2,145.0,1.0,3.0,134.0,1197.0,2515.0,14.0,8.0,4,1,0,1,2
1006,919,0,0.5,1,11.0,0.0,13.0,0.3,159.0,1.0,15.0,275.0,570.0,1028.0,8.0,4.0,17,1,0,0,0
826,1788,1,0.5,1,15.0,1.0,2.0,0.3,150.0,6.0,20.0,472.0,1073.0,2655.0,12.0,2.0,4,1,0,1,2
645,1841,1,1.3,1,6.0,0.0,14.0,0.6,167.0,8.0,8.0,593.0,672.0,2304.0,7.0,1.0,18,0,0,1,2
1512,1695,0,2.3,1,1.0,0.0,34.0,0.4,84.0,5.0,10.0,713.0,1742.0,3296.0,17.0,6.0,14,0,0,0,3
202,1087,0,1.3,0,0.0,1.0,16.0,0.3,166.0,3.0,9.0,295.0,589.0,690.0,14.0,6.0,6,1,0,1,0
590,612,1,0.7,0,6.0,0.0,35.0,0.6,181.0,5.0,12.0,1294.0,1337.0,3169.0,14.0,9.0,6,0,0,0,2
1402,948,0,1.5,1,6.0,0.0,18.0,0.3,119.0,4.0,7.0,340.0,1728.0,2926.0,17.0,13.0,9,1,1,1,2
371,1011,0,1.1,0,,,,,,,18.0,481.0,749.0,2261.0,7.0,6.0,16,1,1,1,1
24,503,0,1.2,1,5.0,1.0,8.0,0.4,111.0,3.0,13.0,201.0,1245.0,2583.0,11.0,0.0,12,1,0,0,1
1686,1314,1,2.8,1,13.0,1.0,5.0,1.0,87.0,4.0,18.0,82.0,512.0,3411.0,17.0,16.0,18,1,0,0,3
1972,1191,0,0.8,0,6.0,1.0,46.0,0.8,89.0,6.0,9.0,42.0,807.0,824.0,19.0,18.0,7,1,0,0,0
1699,1002,1,1.8,0,1.0,0.0,45.0,0.7,180.0,7.0,7.0,948.0,1007.0,1234.0,19.0,13.0,18,1,1,0,0
1590,1640,0,0.5,1,1.0,1.0,36.0,0.9,87.0,8.0,11.0,664.0,1806.0,3235.0,6.0,1.0,10,1,0,1,3
251,1210,0,0.5,0,0.0,0.0,63.0,0.1,93.0,5.0,0.0,1177.0,1462.0,2394.0,17.0,9.0,7,0,0,0,2
1091,1709,1,0.8,0,8.0,1.0,58.0,0.8,136.0,2.0,10.0,956.0,1292.0,1781.0,18.0,3.0,17,1,0,0,2
129,1571,0,1.4,0,0.0,1.0,19.0,0.1,100.0,6.0,1.0,713.0,1398.0,666.0,12.0,10.0,13,1,1,0,0
1527,1837,0,1.0,1,5.0,1.0,12.0,0.9,103.0,8.0,6.0,1420.0,1539.0,2294.0,8.0,7.0,20,1,0,1,3
529,1821,0,0.9,0,9.0,1.0,12.0,0.3,114.0,1.0,18.0,97.0,1803.0,2430.0,7.0,4.0,6,1,1,1,2
1666,1715,1,0.5,1,1.0,1.0,18.0,0.1,96.0,6.0,3.0,674.0,1375.0,2598.0,17.0,2.0,3,1,0,0,3
970,904,0,1.6,1,5.0,1.0,14.0,0.2,102.0,8.0,9.0,56.0,760.0,1846.0,7.0,0.0,3,1,0,1,1
1296,1644,0,2.8,0,0.0,1.0,44.0,1.0,137.0,8.0,0.0,358.0,791.0,2360.0,7.0,4.0,19,1,0,0,2
1324,1507,1,0.9,1,0.0,1.0,42.0,0.4,123.0,5.0,0.0,682.0,888.0,1486.0,15.0,3.0,19,1,0,0,1
1015,1371,0,0.5,0,4.0,0.0,52.0,0.5,167.0,4.0,19.0,471.0,663.0,3034.0,13.0,6.0,8,0,0,0,2
846,1489,0,2.4,1,8.0,0.0,32.0,0.6,200.0,1.0,16.0,172.0,812.0,776.0,7.0,6.0,8,0,0,0,0
107,1657,1,2.4,0,3.0,0.0,42.0,0.1,198.0,5.0,16.0,1770.0,1796.0,2597.0,18.0,1.0,14,1,0,0,3
67,1866,0,1.4,0,0.0,0.0,30.0,0.5,182.0,3.0,0.0,108.0,1781.0,3834.0,16.0,11.0,8,0,0,0,3
1870,1234,0,1.7,1,8.0,0.0,17.0,0.9,174.0,6.0,15.0,209.0,725.0,3351.0,12.0,9.0,19,0,0,1,2
857,1550,1,2.5,0,6.0,0.0,21.0,0.8,133.0,2.0,11.0,268.0,832.0,2338.0,16.0,1.0,15,0,1,0,2
373,1067,1,1.7,1,0.0,0.0,58.0,0.5,135.0,7.0,0.0,79.0,681.0,706.0,12.0,9.0,16,0,1,0,0
1346,1446,1,2.8,1,0.0,1.0,18.0,0.3,178.0,8.0,1.0,351.0,1769.0,3340.0,8.0,0.0,16,1,1,1,3
1061,1522,1,0.7,1,4.0,0.0,28.0,0.2,124.0,1.0,5.0,952.0,1191.0,1368.0,14.0,5.0,17,1,0,1,1
1651,1509,0,0.6,1,5.0,0.0,50.0,0.3,81.0,4.0,8.0,1010.0,1684.0,1540.0,12.0,8.0,3,1,1,0,1
1783,1251,0,0.5,1,10.0,1.0,29.0,0.7,133.0,6.0,16.0,308.0,591.0,1052.0,11.0,9.0,11,1,0,0,0
186,1266,0,0.5,0,0.0,1.0,5.0,0.1,95.0,6.0,9.0,1365.0,1698.0,1687.0,11.0,0.0,18,1,0,0,2
926,1496,1,1.9,1,13.0,0.0,38.0,0.1,126.0,4.0,14.0,501.0,506.0,1927.0,17.0,4.0,6,0,0,1,1
1734,1285,0,0.8,1,4.0,1.0,11.0,0.8,199.0,5.0,7.0,1791.0,1896.0,3966.0,17.0,15.0,2,1,1,1,3
244,1891,0,2.8,0,7.0,1.0,37.0,0.4,129.0,7.0,14.0,169.0,1108.0,3704.0,8.0,6.0,11,1,0,0,3
1924,1982,1,1.6,0,2.0,1.0,12.0,0.2,80.0,5.0,20.0,287.0,593.0,1824.0,13.0,3.0,14,1,1,1,1
899,1112,0,0.5,0,0.0,1.0,12.0,0.9,190.0,4.0,6.0,777.0,1119.0,3302.0,11.0,0.0,20,1,1,1,3
1203,1487,0,0.5,0,6.0,1.0,57.0,0.7,84.0,3.0,12.0,140.0,768.0,2563.0,18.0,4.0,14,1,0,0,2
949,1584,1,1.3,0,6.0,0.0,41.0,0.6,135.0,4.0,15.0,160.0,1291.0,1561.0,10.0,5.0,17,0,0,1,1
528,1671,0,0.6,1,7.0,1.0,61.0,0.1,129.0,2.0,11.0,263.0,848.0,2336.0,10.0,4.0,7,1,0,0,2
572,1701,1,0.5,0,13.0,1.0,46.0,0.9,115.0,2.0,15.0,364.0,828.0,3717.0,11.0,0.0,10,1,1,0,3
1102,514,1,0.7,0,4.0,0.0,57.0,0.1,186.0,3.0,7.0,168.0,1320.0,687.0,6.0,0.0,20,1,1,1,0
1819,935,1,0.5,1,3.0,1.0,58.0,0.1,155.0,5.0,12.0,639.0,1087.0,2473.0,10.0,4.0,9,1,0,1,2
1188,732,1,2.3,1,7.0,1.0,39.0,0.6,188.0,7.0,11.0,1163.0,1554.0,3681.0,19.0,3.0,15,1,1,1,3
873,603,1,0.7,1,0.0,1.0,64.0,0.2,156.0,6.0,0.0,1842.0,1968.0,604.0,10.0,4.0,8,1,1,1,0
816,805,1,0.7,0,0.0,0.0,64.0,0.1,97.0,4.0,14.0,641.0,704.0,418.0,11.0,6.0,17,0,1,1,0
1282,609,1,0.5,0,4.0,1.0,10.0,0.1,81.0,6.0,6.0,113.0,1524.0,1905.0,16.0,3.0,18,1,1,1,1
1311,643,1,0.7,1,3.0,1.0,23.0,0.8,156.0,1.0,9.0,314.0,1400.0,2096.0,13.0,6.0,2,1,0,0,1
1456,1404,0,2.1,0,16.0,0.0,44.0,0.9,151.0,1.0,20.0,1703.0,1880.0,1196.0,10.0,6.0,5,0,0,1,1
1426,1454,0,1.4,1,8.0,0.0,37.0,0.8,80.0,8.0,20.0,903.0,910.0,1713.0,16.0,0.0,19,0,0,0,1
749,802,1,2.4,1,1.0,0.0,45.0,0.8,157.0,3.0,9.0,1299.0,1633.0,3713.0,8.0,3.0,8,0,0,0,3
42,1253,1,0.5,1,5.0,1.0,5.0,0.2,152.0,2.0,19.0,685.0,714.0,1878.0,15.0,0.0,4,1,1,0,1
544,707,0,0.5,0,0.0,1.0,16.0,0.1,194.0,2.0,0.0,1027.0,1508.0,1853.0,17.0,14.0,12,1,1,1,1
101,1732,1,1.1,0,4.0,1.0,12.0,0.8,119.0,8.0,9.0,824.0,881.0,1308.0,16.0,7.0,11,1,0,1,1
267,1054,0,1.1,1,10.0,1.0,38.0,0.4,136.0,6.0,12.0,1097.0,1222.0,1675.0,18.0,4.0,14,1,1,1,1
1992,674,1,2.9,1,1.0,0.0,21.0,0.2,198.0,3.0,4.0,576.0,1809.0,1180.0,6.0,3.0,4,1,1,1,0
1708,1849,1,0.5,0,1.0,0.0,29.0,0.5,181.0,7.0,12.0,978.0,1986.0,3330.0,14.0,4.0,15,1,0,1,3
1649,1307,0,1.8,0,2.0,0.0,7.0,0.6,88.0,7.0,3.0,897.0,1103.0,1412.0,16.0,9.0,5,0,0,1,1
628,1359,1,0.5,1,1.0,1.0,58.0,0.5,107.0,6.0,3.0,446.0,901.0,1076.0,16.0,8.0,4,1,1,1,0
1073,1189,1,2.3,0,13.0,0.0,8.0,0.5,198.0,3.0,14.0,379.0,932.0,893.0,9.0,6.0,13,1,1,0,0
835,1224,1,1.6,0,9.0,0.0,33.0,1.0,157.0,1.0,18.0,522.0,563.0,3796.0,10.0,5.0,13,1,1,0,3
1754,1086,1,1.7,1,0.0,1.0,43.0,0.2,111.0,6.0,1.0,56.0,1150.0,3285.0,11.0,5.0,17,1,1,0,2
944,674,1,2.8,1,0.0,1.0,8.0,0.2,93.0,3.0,0.0,750.0,772.0,589.0,18.0,6.0,4,1,1,0,0
638,955,0,0.5,1,4.0,0.0,43.0,0.9,143.0,5.0,8.0,1248.0,1511.0,1432.0,12.0,9.0,9,1,1,1,1
336,580,1,1.2,1,0.0,0.0,47.0,0.9,91.0,3.0,1.0,1086.0,1345.0,3451.0,15.0,1.0,11,1,1,0,3
1070,1659,1,2.5,0,2.0,0.0,41.0,0.1,88.0,7.0,18.0,787.0,1515.0,545.0,12.0,0.0,9,0,1,1,0
1565,1062,0,0.5,0,3.0,1.0,39.0,0.9,124.0,4.0,4.0,571.0,817.0,1345.0,16.0,0.0,11,1,0,1,0
539,525,1,0.5,1,5.0,0.0,51.0,0.5,137.0,8.0,11.0,262.0,1587.0,1891.0,18.0,3.0,12,0,1,0,1
1025,1081,1,2.5,1,13.0,0.0,49.0,1.0,99.0,3.0,17.0,284.0,519.0,325.0,9.0,1.0,6,0,0,1,0
1646,855,1,0.5,0,2.0,1.0,59.0,0.5,159.0,2.0,3.0,1028.0,1196.0,1875.0,16.0,8.0,8,1,1,1,1
923,1027,1,2.2,0,0.0,0.0,63.0,0.8,102.0,5.0,4.0,152.0,714.0,1732.0,8.0,5.0,13,0,1,1,1
1519,1335,1,3.0,0,3.0,0.0,60.0,0.8,180.0,2.0,4.0,83.0,559.0,3615.0,5.0,2.0,9,1,0,0,3
981,1046,1,2.8,1,0.0,1.0,58.0,0.2,100.0,8.0,0.0,259.0,1040.0,3863.0,17.0,12.0,9,1,1,1,3
403,1476,1,1.2,1,0.0,1.0,55.0,0.1,171.0,4.0,5.0,1641.0,1666.0,1529.0,13.0,8.0,3,1,0,1,2
515,1832,0,0.7,0,2.0,0.0,2.0,0.6,90.0,7.0,6.0,186.0,654.0,2978.0,18.0,7.0,18,0,0,0,2
844,1986,0,0.5,0,7.0,0.0,51.0,0.4,95.0,3.0,9.0,342.0,774.0,3165.0,5.0,0.0,13,1,0,0,3
1483,565,0,0.6,1,1.0,0.0,50.0,0.1,158.0,2.0,8.0,543.0,703.0,2156.0,13.0,6.0,6,1,1,1,1
1945,1007,1,2.9,1,5.0,1.0,21.0,0.8,185.0,8.0,12.0,479.0,831.0,1301.0,8.0,6.0,12,1,1,0,0
461,1512,1,1.7,0,12.0,0.0,6.0,0.7,162.0,7.0,17.0,205.0,884.0,2335.0,15.0,7.0,7,1,1,1,2
156,637,0,2.3,0,3.0,1.0,60.0,0.8,97.0,4.0,4.0,1125.0,1989.0,374.0,18.0,4.0,8,1,0,1,0
706,1254,0,1.2,1,2.0,0.0,50.0,0.7,108.0,5.0,6.0,462.0,1013.0,3959.0,10.0,4.0,17,1,1,0,3
39,560,0,0.5,1,15.0,0.0,50.0,0.3,159.0,2.0,20.0,1448.0,1613.0,2150.0,18.0,12.0,11,1,1,0,2
1683,1083,1,2.0,0,3.0,0.0,41.0,0.7,158.0,5.0,5.0,937.0,1164.0,1543.0,18.0,3.0,10,0,0,1,1
1789,583,1,0.9,1,1.0,0.0,51.0,0.9,88.0,8.0,2.0,1658.0,1794.0,1799.0,16.0,9.0,7,0,1,0,1
1100,741,0,1.5,0,1.0,0.0,14.0,0.3,178.0,5.0,13.0,334.0,594.0,1886.0,19.0,11.0,9,1,1,1,0
1396,539,0,1.5,0,6.0,1.0,26.0,0.2,137.0,6.0,8.0,1123.0,1709.0,3948.0,18.0,11.0,15,1,1,1,3
206,1642,0,0.5,1,16.0,1.0,8.0,0.3,171.0,6.0,17.0,129.0,873.0,2984.0,13.0,4.0,17,1,0,1,2
948,1631,0,0.5,0,2.0,1.0,13.0,0.5,166.0,2.0,16.0,960.0,1735.0,2173.0,12.0,3.0,8,1,1,0,2
63,1720,0,2.0,0,15.0,1.0,55.0,0.5,168.0,2.0,18.0,753.0,1353.0,2148.0,14.0,2.0,5,1,1,1,2
1263,740,0,1.8,0,1.0,0.0,12.0,0.2,123.0,1.0,11.0,935.0,1147.0,1105.0,7.0,6.0,19,0,1,1,0
1361,1549,1,1.5,1,0.0,1.0,27.0,0.4,113.0,5.0,7.0,632.0,1162.0,436.0,10.0,8.0,11,1,0,0,0
1445,659,0,0.5,1,7.0,1.0,5.0,0.3,169.0,8.0,10.0,659.0,730.0,2190.0,16.0,10.0,16,1,1,0,1
714,1188,1,1.4,1,0.0,1.0,9.0,0.6,114.0,2.0,0.0,1339.0,1558.0,2896.0,12.0,11.0,16,1,0,1,3
910,1205,0,0.5,1,3.0,0.0,12.0,0.6,175.0,4.0,6.0,573.0,614.0,860.0,14.0,1.0,14,1,0,1,0
1725,1117,1,0.5,1,2.0,0.0,21.0,0.1,177.0,2.0,19.0,495.0,1035.0,1999.0,15.0,9.0,2,1,0,1,1
610,1430,1,0.9,0,3.0,0.0,56.0,0.1,179.0,3.0,5.0,569.0,906.0,752.0,17.0,8.0,17,0,0,1,0
1684,1035,0,0.5,1,14.0,1.0,49.0,0.3,178.0,2.0,15.0,574.0,1171.0,3991.0,12.0,4.0,19,1,0,0,3
1298,1089,0,1.4,1,10.0,0.0,2.0,0.1,153.0,7.0,20.0,211.0,1409.0,2620.0,7.0,5.0,13,1,0,0,2
1278,875,0,0.7,0,2.0,0.0,23.0,0.1,110.0,7.0,7.0,300.0,1316.0,756.0,14.0,5.0,6,0,0,0,0
1437,1933,0,2.8,1,1.0,0.0,16.0,0.5,154.0,3.0,9.0,229.0,1473.0,838.0,14.0,2.0,18,0,1,0,0
961,1807,1,0.5,1,2.0,1.0,61.0,0.1,134.0,6.0,6.0,1734.0,1968.0,3726.0,8.0,5.0,15,1,0,0,3
1409,851,0,2.3,1,7.0,1.0,54.0,1.0,101.0,2.0,9.0,788.0,1007.0,1005.0,12.0,2.0,14,1,0,1,0
1929,1602,0,1.6,1,0.0,1.0,35.0,0.1,99.0,7.0,7.0,1325.0,1800.0,1829.0,18.0,17.0,13,1,0,0,2
423,1681,1,2.5,0,2.0,0.0,11.0,0.4,158.0,2.0,13.0,195.0,1205.0,1122.0,12.0,6.0,16,0,1,1,0
375,775,1,2.6,0,0.0,0.0,30.0,0.4,189.0,7.0,10.0,561.0,1510.0,2523.0,17.0,16.0,9,1,0,1,2
355,1610,1,2.9,0,7.0,1.0,64.0,0.9,181.0,4.0,12.0,1236.0,1280.0,941.0,8.0,4.0,9,1,1,0,1
1232,1348,1,2.0,1,5.0,0.0,36.0,0.3,145.0,6.0,6.0,468.0,741.0,2554.0,19.0,1.0,12,0,1,0,2
867,1498,1,0.7,0,3.0,1.0,8.0,0.1,170.0,7.0,4.0,347.0,1076.0,3358.0,7.0,3.0,19,1,0,0,3
219,1551,0,1.1,0,4.0,0.0,51.0,0.1,88.0,5.0,6.0,1738.0,1995.0,3844.0,11.0,8.0,4,0,1,0,3
1368,541,1,2.3,0,4.0,0.0,51.0,0.4,200.0,8.0,17.0,1012.0,1226.0,403.0,11.0,2.0,12,0,0,0,0
1088,1655,1,0.5,1,6.0,1.0,4.0,0.1,105.0,3.0,12.0,626.0,1348.0,673.0,10.0,3.0,12,1,0,0,0
1251,1317,0,1.8,1,2.0,0.0,43.0,0.5,113.0,5.0,3.0,179.0,613.0,3436.0,16.0,13.0,5,0,1,1,3
1742,657,1,1.9,1,2.0,0.0,21.0,0.1,110.0,8.0,8.0,705.0,1905.0,783.0,6.0,1.0,11,1,1,0,0
839,1184,0,1.5,1,1.0,1.0,48.0,0.6,191.0,1.0,6.0,519.0,1577.0,3315.0,17.0,7.0,14,1,1,1,3
1604,1179,1,0.8,0,1.0,0.0,5.0,0.9,154.0,5.0,17.0,913.0,1429.0,543.0,8.0,7.0,18,0,0,1,0
288,1191,0,1.3,1,16.0,1.0,26.0,0.8,84.0,1.0,20.0,681.0,683.0,1604.0,14.0,3.0,9,1,0,1,1
1172,618,1,0.5,1,2.0,1.0,57.0,0.2,88.0,3.0,7.0,879.0,896.0,2399.0,18.0,15.0,17,1,1,1,1
1051,864,0,1.7,0,3.0,1.0,35.0,0.3,103.0,3.0,7.0,663.0,1805.0,1904.0,12.0,8.0,13,1,1,1,1
1198,708,0,1.9,0,0.0,0.0,26.0,0.3,116.0,7.0,1.0,206.0,620.0,1419.0,10.0,6.0,16,1,1,1,0
